label,one,two,three,four,five,six,seven,label_bracket,index
252,6,*,(,7,*,6,),1,739
55,(,3,+,8,),*,5,1,740
56,(,3,+,5,),*,7,1,741
19,(,3,*,4,),+,7,1,742
0,(,4,+,1,),*,0,1,743
126,(,7,+,7,),*,9,1,744
2,1,+,1,-,0,,,0,745
2,(,1,*,2,),-,0,1,746
14,(,3,*,6,),-,4,1,747
12,7,+,5,-,0,,,0,748
-6,(,1,+,0,),-,7,1,749
-2,2,+,(,0,-,4,),1,750
4,3,-,1,+,2,,,0,751
-4,4,-,(,3,+,5,),1,752
5,(,2,*,5,),-,5,1,753
9,4,*,2,+,1,,,0,754
-9,5,-,(,6,+,8,),1,755
56,8,*,(,7,*,1,),1,756
-5,2,-,(,7,+,0,),1,757
23,(,2,*,7,),+,9,1,758
0,8,-,2,*,4,,,0,759
12,5,+,8,-,1,,,0,760
8,1,+,(,7,*,1,),1,761
4,5,-,(,9,-,8,),1,762
-3,5,-,8,*,1,,,0,763
7,(,3,+,4,),+,0,1,764
1,(,0,+,8,),-,7,1,765
19,9,+,5,*,2,,,0,766
-2,(,8,-,9,),*,2,1,767
63,9,*,(,2,+,5,),1,768
72,(,6,*,4,),*,3,1,769
4,0,+,2,*,2,,,0,770
34,7,+,(,3,*,9,),1,771
12,8,+,(,4,-,0,),1,772
-14,7,*,(,2,-,4,),1,773
6,7,-,(,2,-,1,),1,774
-12,(,0,-,6,),-,6,1,775
324,9,*,9,*,4,,,0,776
360,5,*,9,*,8,,,0,777
37,7,*,4,+,9,,,0,778
72,1,*,8,*,9,,,0,779
3,0,-,(,4,-,7,),1,780
21,9,+,(,3,*,4,),1,781
0,3,-,(,9,-,6,),1,782
18,(,6,*,2,),+,6,1,783
52,4,*,(,8,+,5,),1,784
-36,4,-,(,8,*,5,),1,785
-1,2,+,1,-,4,,,0,786
11,2,+,1,+,8,,,0,787
4,2,+,2,+,0,,,0,788
-37,5,-,7,*,6,,,0,789
34,3,*,9,+,7,,,0,790
4,8,-,0,-,4,,,0,791
-12,2,-,(,7,*,2,),1,792
-5,3,-,(,8,-,0,),1,793
5,5,+,(,3,-,3,),1,794
28,4,+,(,6,*,4,),1,795
10,(,3,-,1,),*,5,1,796
-24,3,*,(,0,-,8,),1,797
405,(,9,*,5,),*,9,1,798
21,7,*,2,+,7,,,0,799
32,(,0,+,8,),*,4,1,800
2,1,-,8,+,9,,,0,801
33,5,+,(,4,*,7,),1,802
0,0,+,(,0,*,8,),1,803
13,(,3,*,4,),+,1,1,804
-3,1,-,9,+,5,,,0,805
-2,5,-,(,1,+,6,),1,806
81,9,*,9,-,0,,,0,807
16,(,2,+,2,),*,4,1,808
-63,9,-,8,*,9,,,0,809
1,1,+,0,*,2,,,0,810
22,7,+,(,8,+,7,),1,811
7,6,+,5,-,4,,,0,812
16,9,+,(,1,*,7,),1,813
22,(,3,+,8,),*,2,1,814
-3,0,+,(,2,-,5,),1,815
40,5,*,(,2,+,6,),1,816
30,5,*,(,6,*,1,),1,817
120,(,5,*,8,),*,3,1,818
448,7,*,(,8,*,8,),1,819
11,8,-,(,1,-,4,),1,820
8,8,+,(,0,*,0,),1,821
336,8,*,(,7,*,6,),1,822
12,1,*,(,4,*,3,),1,823
0,(,2,-,7,),+,5,1,824
26,9,*,3,-,1,,,0,825
18,(,5,+,7,),+,6,1,826
243,3,*,9,*,9,,,0,827
40,(,3,+,2,),*,8,1,828
3,(,4,-,1,),*,1,1,829
15,8,+,3,+,4,,,0,830
-4,(,0,-,3,),-,1,1,831
36,6,*,3,*,2,,,0,832
2,2,-,4,+,4,,,0,833
7,0,*,7,+,7,,,0,834
288,9,*,(,8,*,4,),1,835
0,6,*,(,0,+,0,),1,836
-4,(,5,-,9,),+,0,1,837
-2,(,6,+,1,),-,9,1,838
19,3,*,8,-,5,,,0,839
30,(,7,*,4,),+,2,1,840
50,9,*,6,-,4,,,0,841
19,9,+,(,9,+,1,),1,842
5,5,*,(,5,-,4,),1,843
9,1,+,(,3,+,5,),1,844
12,2,*,(,1,*,6,),1,845
13,9,*,1,+,4,,,0,846
-1,8,-,2,-,7,,,0,847
21,8,+,(,4,+,9,),1,848
10,(,1,+,1,),*,5,1,849
10,(,9,-,5,),+,6,1,850
405,(,9,*,5,),*,9,1,851
-5,(,2,-,2,),-,5,1,852
2,(,4,+,2,),-,4,1,853
-9,3,-,(,4,+,8,),1,854
104,(,6,+,7,),*,8,1,855
12,(,6,+,2,),+,4,1,856
16,(,6,+,4,),+,6,1,857
13,2,*,5,+,3,,,0,858
2,2,*,(,7,-,6,),1,859
30,3,*,7,+,9,,,0,860
-36,(,2,-,6,),*,9,1,861
-9,9,-,9,-,9,,,0,862
8,(,6,-,5,),+,7,1,863
-3,0,+,(,5,-,8,),1,864
-24,0,-,3,*,8,,,0,865
9,5,+,0,+,4,,,0,866
-2,(,1,+,4,),-,7,1,867
1,8,-,3,-,4,,,0,868
1,(,3,*,2,),-,5,1,869
0,(,5,-,3,),*,0,1,870
3,1,*,3,-,0,,,0,871
0,1,*,5,-,5,,,0,872
8,8,-,4,*,0,,,0,873
-2,8,-,(,5,+,5,),1,874
8,1,*,(,5,+,3,),1,875
11,1,+,5,*,2,,,0,876
4,4,+,(,8,-,8,),1,877
39,(,4,+,9,),*,3,1,878
-24,6,-,6,*,5,,,0,879
2,0,+,1,+,1,,,0,880
11,5,+,6,-,0,,,0,881
0,0,-,3,*,0,,,0,882
-6,1,-,5,-,2,,,0,883
-9,(,0,*,5,),-,9,1,884
-27,3,-,6,*,5,,,0,885
10,6,+,(,1,*,4,),1,886
15,(,5,+,5,),+,5,1,887
126,7,*,9,*,2,,,0,888
1,(,3,+,5,),-,7,1,889
-37,5,-,(,6,*,7,),1,890
7,(,9,-,2,),+,0,1,891
10,4,+,1,+,5,,,0,892
41,(,7,*,6,),-,1,1,893
9,8,+,1,-,0,,,0,894
10,6,+,(,9,-,5,),1,895
13,(,2,+,2,),+,9,1,896
0,(,0,*,4,),*,9,1,897
23,(,7,*,3,),+,2,1,898
270,(,6,*,5,),*,9,1,899
24,(,1,+,5,),*,4,1,900
9,9,-,(,9,*,0,),1,901
31,7,*,5,-,4,,,0,902
28,4,+,4,*,6,,,0,903
4,4,-,(,0,*,2,),1,904
32,(,2,*,8,),*,2,1,905
7,3,+,(,3,+,1,),1,906
1,1,*,6,-,5,,,0,907
-12,6,*,(,1,-,3,),1,908
12,6,*,2,*,1,,,0,909
28,1,*,(,7,*,4,),1,910
7,(,0,*,7,),+,7,1,911
36,2,*,6,*,3,,,0,912
168,8,*,3,*,7,,,0,913
53,(,7,*,8,),-,3,1,914
16,9,+,(,4,+,3,),1,915
1,1,-,(,0,*,5,),1,916
-1,(,6,-,5,),-,2,1,917
9,2,-,2,+,9,,,0,918
504,(,8,*,7,),*,9,1,919
26,(,7,*,5,),-,9,1,920
2,2,+,(,9,*,0,),1,921
10,9,-,2,+,3,,,0,922
-4,8,-,(,2,*,6,),1,923
120,(,5,*,3,),*,8,1,924
-8,2,-,(,4,+,6,),1,925
31,(,7,*,5,),-,4,1,926
13,(,6,+,7,),*,1,1,927
18,4,+,5,+,9,,,0,928
-1,4,-,0,-,5,,,0,929
13,5,*,2,+,3,,,0,930
135,3,*,(,5,*,9,),1,931
2,8,+,0,-,6,,,0,932
189,(,3,*,9,),*,7,1,933
16,5,+,(,3,+,8,),1,934
11,2,+,(,0,+,9,),1,935
378,6,*,9,*,7,,,0,936
144,(,6,*,4,),*,6,1,937
-6,(,0,-,2,),*,3,1,938
14,(,0,+,8,),+,6,1,939
8,9,+,(,8,-,9,),1,940
2,7,+,1,-,6,,,0,941
-9,0,*,1,-,9,,,0,942
-2,(,6,*,0,),-,2,1,943
0,5,-,3,-,2,,,0,944
-10,8,-,(,9,+,9,),1,945
18,(,1,*,9,),+,9,1,946
52,7,+,5,*,9,,,0,947
20,(,9,+,1,),*,2,1,948
29,5,+,(,8,*,3,),1,949
-16,2,-,(,3,*,6,),1,950
-5,2,+,1,-,8,,,0,951
9,(,4,+,5,),-,0,1,952
2,5,-,7,+,4,,,0,953
36,(,4,-,0,),*,9,1,954
3,7,-,8,+,4,,,0,955
-12,0,-,(,3,*,4,),1,956
6,6,-,0,*,2,,,0,957
-5,2,-,(,3,+,4,),1,958
38,9,*,4,+,2,,,0,959
-30,(,1,-,7,),*,5,1,960
-1,6,+,(,1,-,8,),1,961
32,2,+,6,*,5,,,0,962
8,4,*,(,2,*,1,),1,963
-8,0,-,1,-,7,,,0,964
40,(,7,*,5,),+,5,1,965
-3,3,-,2,-,4,,,0,966
5,(,6,+,0,),-,1,1,967
12,5,+,3,+,4,,,0,968
6,(,1,+,0,),+,5,1,969
2,2,*,(,4,-,3,),1,970
15,(,1,+,2,),*,5,1,971
-3,3,-,2,*,3,,,0,972
17,6,*,4,-,7,,,0,973
16,8,+,6,+,2,,,0,974
7,(,3,*,5,),-,8,1,975
5,4,+,(,0,+,1,),1,976
36,(,9,-,3,),*,6,1,977
10,3,*,5,-,5,,,0,978
12,(,3,+,9,),-,0,1,979
54,9,*,(,2,+,4,),1,980
-3,6,-,1,-,8,,,0,981
-1,(,9,*,0,),-,1,1,982
51,(,7,*,8,),-,5,1,983
-8,(,3,-,8,),-,3,1,984
63,7,*,(,9,*,1,),1,985
1,9,-,(,8,+,0,),1,986
80,8,*,(,3,+,7,),1,987
81,9,*,(,3,*,3,),1,988
14,7,-,1,+,8,,,0,989
225,9,*,(,5,*,5,),1,990
13,1,*,5,+,8,,,0,991
7,(,2,+,7,),-,2,1,992
0,0,-,(,5,-,5,),1,993
-53,3,-,(,7,*,8,),1,994
11,4,+,6,+,1,,,0,995
12,(,4,*,1,),+,8,1,996
3,(,7,-,6,),*,3,1,997
17,3,+,6,+,8,,,0,998
-2,9,-,9,-,2,,,0,999
13,(,3,+,9,),+,1,1,1000
-10,2,-,(,6,+,6,),1,1001
48,4,*,(,7,+,5,),1,1002
-24,(,4,-,8,),*,6,1,1003
-2,0,*,9,-,2,,,0,1004
39,5,*,6,+,9,,,0,1005
-1,(,3,*,0,),-,1,1,1006
-3,2,+,(,4,-,9,),1,1007
5,2,+,(,1,*,3,),1,1008
-10,6,-,(,8,*,2,),1,1009
0,(,5,-,5,),*,0,1,1010
16,2,*,8,+,0,,,0,1011
-7,1,-,(,7,+,1,),1,1012
9,(,1,-,1,),+,9,1,1013
7,7,+,(,2,-,2,),1,1014
48,8,*,6,*,1,,,0,1015
-22,2,-,(,8,*,3,),1,1016
-4,2,-,0,-,6,,,0,1017
3,2,+,6,-,5,,,0,1018
-6,(,2,+,0,),-,8,1,1019
19,6,+,(,9,+,4,),1,1020
30,5,*,(,5,+,1,),1,1021
0,(,8,*,0,),*,7,1,1022
12,7,-,2,+,7,,,0,1023
-1,3,-,(,2,*,2,),1,1024
5,2,*,7,-,9,,,0,1025
-15,(,4,-,9,),*,3,1,1026
-7,1,-,(,8,-,0,),1,1027
21,7,+,(,7,*,2,),1,1028
72,(,3,*,6,),*,4,1,1029
2,5,-,(,2,+,1,),1,1030
-6,2,+,0,-,8,,,0,1031
61,5,+,8,*,7,,,0,1032
29,5,*,7,-,6,,,0,1033
7,(,3,*,1,),+,4,1,1034
-4,2,-,(,2,+,4,),1,1035
140,7,*,(,5,*,4,),1,1036
4,8,-,(,4,*,1,),1,1037
2,1,+,2,-,1,,,0,1038
20,(,2,*,9,),+,2,1,1039
-4,1,-,7,+,2,,,0,1040
-20,7,-,(,3,*,9,),1,1041
54,9,*,6,+,0,,,0,1042
9,9,+,4,-,4,,,0,1043
15,(,6,+,9,),+,0,1,1044
-14,1,-,(,6,+,9,),1,1045
32,5,*,8,-,8,,,0,1046
8,1,+,1,*,7,,,0,1047
78,(,5,+,8,),*,6,1,1048
0,5,*,1,*,0,,,0,1049
-8,(,6,-,7,),*,8,1,1050
-56,7,-,9,*,7,,,0,1051
1,2,+,(,3,-,4,),1,1052
216,6,*,6,*,6,,,0,1053
0,5,*,(,0,*,0,),1,1054
56,2,+,(,9,*,6,),1,1055
38,(,6,*,5,),+,8,1,1056
-16,0,-,(,9,+,7,),1,1057
7,3,-,(,5,-,9,),1,1058
2,(,8,-,1,),-,5,1,1059
51,6,*,7,+,9,,,0,1060
-1,0,*,0,-,1,,,0,1061
-3,0,-,4,+,1,,,0,1062
-2,(,5,-,0,),-,7,1,1063
36,4,*,1,*,9,,,0,1064
-49,7,-,7,*,8,,,0,1065
1,2,*,4,-,7,,,0,1066
5,8,-,(,7,-,4,),1,1067
10,7,-,(,2,-,5,),1,1068
88,8,*,(,9,+,2,),1,1069
40,8,*,(,5,*,1,),1,1070
51,9,+,6,*,7,,,0,1071
-8,7,-,(,8,+,7,),1,1072
11,4,+,(,0,+,7,),1,1073
-6,1,-,(,4,+,3,),1,1074
-16,(,0,-,8,),*,2,1,1075
14,7,*,(,2,+,0,),1,1076
5,(,3,*,3,),-,4,1,1077
1,9,-,(,8,+,0,),1,1078
20,6,+,2,*,7,,,0,1079
15,6,+,(,4,+,5,),1,1080
3,9,+,1,-,7,,,0,1081
6,3,*,1,*,2,,,0,1082
20,2,*,7,+,6,,,0,1083
4,5,*,2,-,6,,,0,1084
10,7,-,6,+,9,,,0,1085
48,3,+,5,*,9,,,0,1086
-1,(,6,-,7,),+,0,1,1087
-5,0,-,1,*,5,,,0,1088
0,0,*,8,*,4,,,0,1089
30,5,*,6,-,0,,,0,1090
-2,6,*,1,-,8,,,0,1091
13,(,6,*,3,),-,5,1,1092
17,5,+,5,+,7,,,0,1093
0,3,*,0,*,8,,,0,1094
42,6,+,6,*,6,,,0,1095
0,1,-,(,1,+,0,),1,1096
80,5,*,4,*,4,,,0,1097
21,9,+,(,4,*,3,),1,1098
13,9,-,1,+,5,,,0,1099
19,8,+,(,2,+,9,),1,1100
6,2,+,(,3,+,1,),1,1101
6,1,+,(,3,+,2,),1,1102
-5,9,-,(,7,*,2,),1,1103
-11,3,-,7,-,7,,,0,1104
9,1,+,(,1,+,7,),1,1105
40,5,*,1,*,8,,,0,1106
18,(,7,+,3,),+,8,1,1107
37,(,7,*,5,),+,2,1,1108
69,9,*,8,-,3,,,0,1109
0,0,*,(,3,-,2,),1,1110
-2,5,+,1,-,8,,,0,1111
7,9,-,(,1,+,1,),1,1112
10,(,2,+,5,),+,3,1,1113
12,3,*,(,3,+,1,),1,1114
-5,(,2,-,7,),+,0,1,1115
-5,6,-,6,-,5,,,0,1116
-9,(,3,-,6,),-,6,1,1117
5,7,-,1,-,1,,,0,1118
15,4,+,2,+,9,,,0,1119
0,9,-,(,1,+,8,),1,1120
7,0,-,(,1,-,8,),1,1121
24,9,+,(,7,+,8,),1,1122
2,8,-,(,4,+,2,),1,1123
20,(,5,*,3,),+,5,1,1124
9,(,8,+,5,),-,4,1,1125
9,0,+,(,9,*,1,),1,1126
3,3,*,(,6,-,5,),1,1127
33,3,+,(,5,*,6,),1,1128
-4,5,+,0,-,9,,,0,1129
10,2,*,1,+,8,,,0,1130
28,4,*,(,7,+,0,),1,1131
-3,4,-,9,+,2,,,0,1132
-9,0,-,1,*,9,,,0,1133
11,7,*,2,-,3,,,0,1134
0,(,0,*,2,),*,6,1,1135
9,7,+,0,+,2,,,0,1136
3,5,+,6,-,8,,,0,1137
1,6,-,5,+,0,,,0,1138
-7,7,-,7,*,2,,,0,1139
-2,(,0,*,1,),-,2,1,1140
-4,(,1,-,1,),-,4,1,1141
6,0,+,(,6,*,1,),1,1142
-9,7,-,(,9,+,7,),1,1143
-8,(,8,-,9,),*,8,1,1144
2,5,-,(,6,-,3,),1,1145
34,6,+,4,*,7,,,0,1146
5,(,8,+,1,),-,4,1,1147
-14,1,-,(,6,+,9,),1,1148
9,7,-,(,5,-,7,),1,1149
24,(,3,*,2,),*,4,1,1150
144,(,6,*,8,),*,3,1,1151
-13,0,-,6,-,7,,,0,1152
8,8,+,(,0,*,4,),1,1153
45,(,6,-,1,),*,9,1,1154
10,9,*,2,-,8,,,0,1155
-2,(,1,*,6,),-,8,1,1156
0,5,*,0,*,5,,,0,1157
0,2,*,(,9,-,9,),1,1158
-6,3,+,0,-,9,,,0,1159
54,6,+,(,6,*,8,),1,1160
4,2,*,2,-,0,,,0,1161
6,6,*,1,+,0,,,0,1162
224,(,8,*,4,),*,7,1,1163
-2,8,-,(,7,+,3,),1,1164
11,5,+,6,-,0,,,0,1165
27,(,4,+,5,),*,3,1,1166
-24,(,1,-,9,),*,3,1,1167
2,(,9,-,1,),-,6,1,1168
24,6,+,(,9,+,9,),1,1169
-45,4,-,7,*,7,,,0,1170
2,(,7,+,1,),-,6,1,1171
-35,(,0,-,7,),*,5,1,1172
7,5,+,(,1,*,2,),1,1173
39,5,*,9,-,6,,,0,1174
2,1,*,(,7,-,5,),1,1175
18,3,*,(,4,+,2,),1,1176
-16,1,-,8,-,9,,,0,1177
4,(,0,+,4,),*,1,1,1178
18,(,5,+,9,),+,4,1,1179
12,(,6,*,2,),-,0,1,1180
29,(,4,*,9,),-,7,1,1181
-2,(,1,*,6,),-,8,1,1182
12,7,+,5,+,0,,,0,1183
0,4,*,(,0,*,3,),1,1184
25,(,7,+,9,),+,9,1,1185
8,1,*,(,4,+,4,),1,1186
-1,2,-,2,-,1,,,0,1187
-32,(,4,-,8,),*,8,1,1188
76,4,+,8,*,9,,,0,1189
48,(,6,+,6,),*,4,1,1190
10,2,+,(,5,+,3,),1,1191
-5,4,-,1,-,8,,,0,1192
-8,4,-,3,*,4,,,0,1193
6,9,+,(,3,-,6,),1,1194
12,7,+,9,-,4,,,0,1195
3,(,1,-,5,),+,7,1,1196
24,6,*,(,4,*,1,),1,1197
3,(,9,-,6,),+,0,1,1198
24,3,*,8,-,0,,,0,1199
3,6,-,(,4,-,1,),1,1200
0,0,*,(,4,+,7,),1,1201
48,8,*,(,5,+,1,),1,1202
11,1,+,(,7,+,3,),1,1203
-3,4,-,(,9,-,2,),1,1204
0,8,*,(,0,*,6,),1,1205
7,(,6,+,2,),-,1,1,1206
-5,6,-,5,-,6,,,0,1207
48,8,*,(,9,-,3,),1,1208
384,8,*,(,6,*,8,),1,1209
5,0,+,2,+,3,,,0,1210
6,(,1,*,2,),*,3,1,1211
6,6,*,1,-,0,,,0,1212
4,5,-,(,1,-,0,),1,1213
31,5,*,6,+,1,,,0,1214
10,(,9,+,8,),-,7,1,1215
12,8,+,(,2,*,2,),1,1216
-3,2,*,0,-,3,,,0,1217
-1,1,-,8,+,6,,,0,1218
8,(,5,+,0,),+,3,1,1219
48,4,*,(,5,+,7,),1,1220
0,0,*,3,+,0,,,0,1221
21,3,*,(,2,+,5,),1,1222
14,3,*,3,+,5,,,0,1223
1,(,0,*,0,),+,1,1,1224
-1,4,-,(,6,-,1,),1,1225
12,3,+,0,+,9,,,0,1226
-4,(,9,-,9,),-,4,1,1227
13,0,+,(,9,+,4,),1,1228
12,(,0,+,5,),+,7,1,1229
2,9,-,7,+,0,,,0,1230
56,8,*,(,7,*,1,),1,1231
24,(,2,*,4,),*,3,1,1232
3,(,6,+,3,),-,6,1,1233
8,2,-,1,+,7,,,0,1234
0,1,+,(,2,-,3,),1,1235
-34,2,-,4,*,9,,,0,1236
24,(,0,+,6,),*,4,1,1237
5,7,-,5,+,3,,,0,1238
20,5,*,3,+,5,,,0,1239
392,7,*,7,*,8,,,0,1240
90,9,*,(,2,+,8,),1,1241
31,(,5,*,5,),+,6,1,1242
48,5,*,8,+,8,,,0,1243
10,(,3,*,4,),-,2,1,1244
4,1,*,(,4,*,1,),1,1245
0,3,*,(,5,-,5,),1,1246
16,6,+,8,+,2,,,0,1247
11,(,1,*,9,),+,2,1,1248
52,(,4,+,9,),*,4,1,1249
3,1,*,9,-,6,,,0,1250
6,(,1,*,0,),+,6,1,1251
0,(,0,-,0,),*,7,1,1252
41,5,+,(,6,*,6,),1,1253
9,(,2,*,7,),-,5,1,1254
48,3,*,(,7,+,9,),1,1255
-10,2,-,(,7,+,5,),1,1256
6,2,*,(,3,-,0,),1,1257
72,(,3,+,6,),*,8,1,1258
52,(,6,+,7,),*,4,1,1259
11,(,4,+,6,),+,1,1,1260
4,0,+,(,4,+,0,),1,1261
0,8,*,6,*,0,,,0,1262
-13,(,4,-,8,),-,9,1,1263
0,0,*,(,7,+,1,),1,1264
4,(,8,+,2,),-,6,1,1265
3,(,5,-,5,),+,3,1,1266
6,(,3,*,3,),-,3,1,1267
-12,(,0,-,4,),-,8,1,1268
5,5,-,4,*,0,,,0,1269
21,(,8,+,5,),+,8,1,1270
-8,3,-,(,4,+,7,),1,1271
11,2,+,2,+,7,,,0,1272
11,(,1,*,8,),+,3,1,1273
12,7,+,(,7,-,2,),1,1274
26,(,9,*,2,),+,8,1,1275
15,8,-,2,+,9,,,0,1276
-40,8,*,(,2,-,7,),1,1277
0,(,2,+,1,),-,3,1,1278
90,(,5,*,3,),*,6,1,1279
14,(,4,+,3,),*,2,1,1280
0,(,1,-,1,),*,2,1,1281
288,(,4,*,9,),*,8,1,1282
10,1,*,2,+,8,,,0,1283
4,3,+,(,6,-,5,),1,1284
7,1,*,(,1,*,7,),1,1285
-4,(,5,-,3,),-,6,1,1286
6,(,1,+,8,),-,3,1,1287
-10,(,3,-,5,),*,5,1,1288
14,7,+,6,+,1,,,0,1289
63,(,2,+,7,),*,7,1,1290
6,(,1,*,9,),-,3,1,1291
2,(,1,-,8,),+,9,1,1292
14,(,1,+,8,),+,5,1,1293
0,0,*,(,5,*,5,),1,1294
20,8,+,3,*,4,,,0,1295
0,0,*,(,1,-,2,),1,1296
-63,9,-,(,9,*,8,),1,1297
32,(,8,-,0,),*,4,1,1298
20,(,7,+,4,),+,9,1,1299
224,4,*,7,*,8,,,0,1300
0,5,*,(,0,*,0,),1,1301
23,3,*,9,-,4,,,0,1302
32,4,*,(,1,+,7,),1,1303
0,(,1,-,0,),*,0,1,1304
19,7,*,4,-,9,,,0,1305
7,7,+,0,*,9,,,0,1306
14,7,*,2,*,1,,,0,1307
5,5,+,(,0,*,3,),1,1308
5,5,+,(,0,*,6,),1,1309
7,5,+,(,2,-,0,),1,1310
4,(,1,*,6,),-,2,1,1311
79,8,*,9,+,7,,,0,1312
28,(,5,*,4,),+,8,1,1313
9,9,+,(,7,-,7,),1,1314
5,1,-,(,2,-,6,),1,1315
7,6,+,6,-,5,,,0,1316
0,0,*,(,0,*,5,),1,1317
32,(,4,*,8,),*,1,1,1318
55,(,7,*,8,),-,1,1,1319
2,2,+,(,9,*,0,),1,1320
7,(,3,*,4,),-,5,1,1321
2,7,+,(,2,-,7,),1,1322
34,(,5,*,5,),+,9,1,1323
14,4,+,(,4,+,6,),1,1324
-1,7,-,8,+,0,,,0,1325
-3,(,1,+,1,),-,5,1,1326
14,(,3,+,2,),+,9,1,1327
-1,1,+,0,-,2,,,0,1328
0,(,9,*,0,),*,4,1,1329
26,(,7,*,5,),-,9,1,1330
11,(,3,+,1,),+,7,1,1331
11,3,+,(,1,+,7,),1,1332
15,(,9,+,2,),+,4,1,1333
7,(,6,-,0,),+,1,1,1334
7,6,+,(,2,-,1,),1,1335
9,(,0,*,6,),+,9,1,1336
6,0,+,6,*,1,,,0,1337
-48,0,-,(,8,*,6,),1,1338
36,4,*,8,+,4,,,0,1339
5,(,1,*,6,),-,1,1,1340
-6,4,-,5,-,5,,,0,1341
9,9,-,(,9,*,0,),1,1342
4,(,9,+,3,),-,8,1,1343
13,(,4,+,4,),+,5,1,1344
14,4,*,3,+,2,,,0,1345
5,(,7,+,4,),-,6,1,1346
5,4,+,1,+,0,,,0,1347
18,(,8,+,3,),+,7,1,1348
729,(,9,*,9,),*,9,1,1349
22,9,+,9,+,4,,,0,1350
32,(,8,*,5,),-,8,1,1351
25,4,+,3,*,7,,,0,1352
-11,5,-,(,4,*,4,),1,1353
2,2,-,(,8,*,0,),1,1354
-1,5,-,9,+,3,,,0,1355
8,9,-,8,+,7,,,0,1356
31,7,*,4,+,3,,,0,1357
-7,5,-,3,*,4,,,0,1358
19,7,+,8,+,4,,,0,1359
12,8,+,(,7,-,3,),1,1360
4,5,*,2,-,6,,,0,1361
-27,(,6,-,9,),*,9,1,1362
19,7,*,2,+,5,,,0,1363
5,6,+,(,1,-,2,),1,1364
44,(,8,*,6,),-,4,1,1365
-43,5,-,6,*,8,,,0,1366
8,1,*,(,8,-,0,),1,1367
16,4,+,(,7,+,5,),1,1368
30,3,*,(,6,+,4,),1,1369
-56,8,*,(,0,-,7,),1,1370
4,3,+,2,-,1,,,0,1371
-70,2,-,8,*,9,,,0,1372
5,5,+,4,*,0,,,0,1373
10,(,3,+,4,),+,3,1,1374
6,(,4,*,2,),-,2,1,1375
4,2,-,(,3,-,5,),1,1376
240,5,*,6,*,8,,,0,1377
9,9,*,(,1,*,1,),1,1378
0,0,*,(,4,-,5,),1,1379
2,1,+,6,-,5,,,0,1380
4,6,-,3,+,1,,,0,1381
4,7,+,0,-,3,,,0,1382
7,5,-,6,+,8,,,0,1383
16,(,8,+,8,),+,0,1,1384
24,(,5,-,1,),*,6,1,1385
-3,0,*,9,-,3,,,0,1386
45,9,*,(,6,-,1,),1,1387
-3,2,-,(,5,*,1,),1,1388
6,0,+,3,+,3,,,0,1389
32,(,1,*,8,),*,4,1,1390
-5,6,-,9,-,2,,,0,1391
17,8,+,(,6,+,3,),1,1392
-14,(,0,-,6,),-,8,1,1393
30,5,*,1,*,6,,,0,1394
112,4,*,4,*,7,,,0,1395
15,7,-,(,0,-,8,),1,1396
-4,2,+,3,-,9,,,0,1397
4,(,2,*,1,),+,2,1,1398
6,4,-,4,+,6,,,0,1399
72,3,*,(,8,*,3,),1,1400
-6,9,-,8,-,7,,,0,1401
-15,(,1,-,9,),-,7,1,1402
9,5,+,7,-,3,,,0,1403
12,2,*,(,3,+,3,),1,1404
2,(,6,-,6,),+,2,1,1405
-9,7,-,4,*,4,,,0,1406
-3,1,+,(,5,-,9,),1,1407
-8,8,-,4,*,4,,,0,1408
56,1,*,(,7,*,8,),1,1409
-7,2,-,(,9,*,1,),1,1410
6,(,8,+,5,),-,7,1,1411
17,3,+,7,+,7,,,0,1412
44,(,8,+,3,),*,4,1,1413
4,3,+,2,-,1,,,0,1414
0,0,*,(,2,*,1,),1,1415
13,7,+,(,3,+,3,),1,1416
32,3,*,8,+,8,,,0,1417
14,(,0,+,8,),+,6,1,1418
1,(,3,+,5,),-,7,1,1419
9,2,+,(,7,-,0,),1,1420
-4,7,-,5,-,6,,,0,1421
3,1,*,(,7,-,4,),1,1422
10,6,+,(,6,-,2,),1,1423
36,(,2,+,2,),*,9,1,1424
-7,3,-,8,-,2,,,0,1425
0,0,*,1,+,0,,,0,1426
9,9,-,(,0,*,2,),1,1427
35,(,5,*,6,),+,5,1,1428
17,1,*,9,+,8,,,0,1429
13,9,+,(,4,+,0,),1,1430
-50,4,-,9,*,6,,,0,1431
18,(,2,+,1,),*,6,1,1432
9,5,+,(,5,-,1,),1,1433
-2,(,7,-,8,),-,1,1,1434
9,(,3,+,6,),+,0,1,1435
18,(,1,+,8,),+,9,1,1436
19,9,+,6,+,4,,,0,1437
-3,3,+,0,-,6,,,0,1438
-9,4,*,0,-,9,,,0,1439
10,7,+,(,1,+,2,),1,1440
0,0,*,6,*,1,,,0,1441
15,4,+,(,8,+,3,),1,1442
-22,2,-,(,6,*,4,),1,1443
12,8,-,3,+,7,,,0,1444
0,(,6,*,5,),*,0,1,1445
11,(,1,*,7,),+,4,1,1446
8,(,3,-,4,),+,9,1,1447
60,6,*,(,1,+,9,),1,1448
20,(,3,*,9,),-,7,1,1449
16,(,2,*,2,),*,4,1,1450
60,(,8,+,2,),*,6,1,1451
98,(,7,+,7,),*,7,1,1452
46,4,+,6,*,7,,,0,1453
2,(,5,-,3,),-,0,1,1454
